participant_id,start_time,completion_time,stimulus,query_c1,c1_contribution,query_c2,c2_contribution,query_comp,comp
anonymized_7912,2024-09-07 13:59:14,2024-09-07 14:02:11,课程标准,“课程”对这个词的语义贡献了多少？,4,“标准”对这个词的整体语义贡献了多少？,4,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_7912,2024-09-07 13:59:14,2024-09-07 14:02:11,岛国,”岛”对这个词的语义贡献了多少？,4,“国”对这个词的整体语义贡献了多少？,4,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_7912,2024-09-07 13:59:14,2024-09-07 14:02:11,中心主义,“中心”对这个词的语义贡献了多少？,4,“主义”对这个词的整体语义贡献了多少？,4,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_7912,2024-09-07 13:59:14,2024-09-07 14:02:11,墓地,“墓”对这个词的语义贡献了多少？,4,“地”对这个词的整体语义贡献了多少？,4,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_7912,2024-09-07 13:59:14,2024-09-07 14:02:11,沟渠,“沟”对这个词的语义贡献了多少？,4,“渠”对这个词的整体语义贡献了多少？,4,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_7912,2024-09-07 13:59:14,2024-09-07 14:02:11,血泪,“血”对这个词的语义贡献了多少？,4,“泪”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_7912,2024-09-07 13:59:14,2024-09-07 14:02:11,物质基础,“物质”对这个词的语义贡献了多少？,4,“基础”对这个词的整体语义贡献了多少？,4,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_7912,2024-09-07 13:59:14,2024-09-07 14:02:11,酒家,“酒”对这个词的语义贡献了多少？,4,“家”对这个词的整体语义贡献了多少？,4,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_7912,2024-09-07 13:59:14,2024-09-07 14:02:11,烟头,“ 烟”对这个词的语义贡献了多少？,5,“ 头”对这个词的整体语义贡献了多少？,4,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_7912,2024-09-07 13:59:14,2024-09-07 14:02:11,宗教事务,“宗教”对这个词的语义贡献了多少？,4,“事务”对这个词的整体语义贡献了多少？,4,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_7912,2024-09-07 13:59:14,2024-09-07 14:02:11,词牌,“词”对这个词的语义贡献了多少？,4,“牌”对这个词的整体语义贡献了多少？,4,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_7912,2024-09-07 13:59:14,2024-09-07 14:02:11,人民代表,“人民”对这个词的语义贡献了多少？,4,“代表”对这个词的整体语义贡献了多少？,4,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_7912,2024-09-07 13:59:14,2024-09-07 14:02:11,经济社会,“经济”对这个词的语义贡献了多少？,4,“社会”对这个词的整体语义贡献了多少？,4,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_7912,2024-09-07 13:59:14,2024-09-07 14:02:11,人民警察,“人民”对这个词的语义贡献了多少？,4,“警察”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_7912,2024-09-07 13:59:14,2024-09-07 14:02:11,诗词,“诗”对这个词的语义贡献了多少？,4,“词”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_7912,2024-09-07 13:59:14,2024-09-07 14:02:11,石油市场,“石油”对这个词的语义贡献了多少？,4,“市场”对这个词的整体语义贡献了多少？,4,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_7912,2024-09-07 13:59:14,2024-09-07 14:02:11,泪水,“ 泪”对这个词的语义贡献了多少？,5,“水”对这个词的整体语义贡献了多少？,4,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_7912,2024-09-07 13:59:14,2024-09-07 14:02:11,工艺技术,“工艺”对这个词的语义贡献了多少？,4,“技术”对这个词的整体语义贡献了多少？,4,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_7912,2024-09-07 13:59:14,2024-09-07 14:02:11,化肥厂,“化肥”对这个词的语义贡献了多少？,5,“厂”对这个词的整体语义贡献了多少？,4,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_7912,2024-09-07 13:59:14,2024-09-07 14:02:11,本地人,“本地”对这个词的语义贡献了多少？,4,“人”对这个词的整体语义贡献了多少？,4,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_7912,2024-09-07 13:59:14,2024-09-07 14:02:11,船桨,“船”对这个词的语义贡献了多少？,4,“桨”对这个词的整体语义贡献了多少？,4,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_7912,2024-09-07 13:59:14,2024-09-07 14:02:11,氧气,“氧”对这个词的语义贡献了多少？,4,“气”对这个词的整体语义贡献了多少？,4,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_7912,2024-09-07 13:59:14,2024-09-07 14:02:11,尿酸,“尿”对这个词的语义贡献了多少？,4,“酸”对这个词的整体语义贡献了多少？,4,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_7912,2024-09-07 13:59:14,2024-09-07 14:02:11,琴声,“琴”对这个词的语义贡献了多少？,5,“声”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_1434,2024-09-07 13:59:14,2024-09-07 14:02:29,公路网,“公路”对这个词的语义贡献了多少？,3,“网”对这个词的整体语义贡献了多少？,2,这个词的意思能从它的组成成分的语义上推测出来吗？,3
anonymized_1434,2024-09-07 13:59:14,2024-09-07 14:02:29,课程标准,“课程”对这个词的语义贡献了多少？,4,“标准”对这个词的整体语义贡献了多少？,4,这个词的意思能从它的组成成分的语义上推测出来吗？,2
anonymized_1434,2024-09-07 13:59:14,2024-09-07 14:02:29,岛国,”岛”对这个词的语义贡献了多少？,3,“国”对这个词的整体语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,2
anonymized_1434,2024-09-07 13:59:14,2024-09-07 14:02:29,中心主义,“中心”对这个词的语义贡献了多少？,4,“主义”对这个词的整体语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,2
anonymized_1434,2024-09-07 13:59:14,2024-09-07 14:02:29,墓地,“墓”对这个词的语义贡献了多少？,3,“地”对这个词的整体语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,2
anonymized_1434,2024-09-07 13:59:14,2024-09-07 14:02:29,沟渠,“沟”对这个词的语义贡献了多少？,3,“渠”对这个词的整体语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,2
anonymized_1434,2024-09-07 13:59:14,2024-09-07 14:02:29,血泪,“血”对这个词的语义贡献了多少？,4,“泪”对这个词的整体语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,3
anonymized_1434,2024-09-07 13:59:14,2024-09-07 14:02:29,物质基础,“物质”对这个词的语义贡献了多少？,3,“基础”对这个词的整体语义贡献了多少？,2,这个词的意思能从它的组成成分的语义上推测出来吗？,3
anonymized_1434,2024-09-07 13:59:14,2024-09-07 14:02:29,酒家,“酒”对这个词的语义贡献了多少？,3,“家”对这个词的整体语义贡献了多少？,2,这个词的意思能从它的组成成分的语义上推测出来吗？,2
anonymized_1434,2024-09-07 13:59:14,2024-09-07 14:02:29,烟头,“ 烟”对这个词的语义贡献了多少？,4,“ 头”对这个词的整体语义贡献了多少？,2,这个词的意思能从它的组成成分的语义上推测出来吗？,2
anonymized_1434,2024-09-07 13:59:14,2024-09-07 14:02:29,宗教事务,“宗教”对这个词的语义贡献了多少？,3,“事务”对这个词的整体语义贡献了多少？,2,这个词的意思能从它的组成成分的语义上推测出来吗？,2
anonymized_1434,2024-09-07 13:59:14,2024-09-07 14:02:29,词牌,“词”对这个词的语义贡献了多少？,3,“牌”对这个词的整体语义贡献了多少？,2,这个词的意思能从它的组成成分的语义上推测出来吗？,2
anonymized_1434,2024-09-07 13:59:14,2024-09-07 14:02:29,人民代表,“人民”对这个词的语义贡献了多少？,4,“代表”对这个词的整体语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,2
anonymized_1434,2024-09-07 13:59:14,2024-09-07 14:02:29,经济社会,“经济”对这个词的语义贡献了多少？,3,“社会”对这个词的整体语义贡献了多少？,2,这个词的意思能从它的组成成分的语义上推测出来吗？,2
anonymized_1434,2024-09-07 13:59:14,2024-09-07 14:02:29,人民警察,“人民”对这个词的语义贡献了多少？,3,“警察”对这个词的整体语义贡献了多少？,2,这个词的意思能从它的组成成分的语义上推测出来吗？,2
anonymized_1434,2024-09-07 13:59:14,2024-09-07 14:02:29,诗词,“诗”对这个词的语义贡献了多少？,3,“词”对这个词的整体语义贡献了多少？,2,这个词的意思能从它的组成成分的语义上推测出来吗？,2
anonymized_1434,2024-09-07 13:59:14,2024-09-07 14:02:29,石油市场,“石油”对这个词的语义贡献了多少？,3,“市场”对这个词的整体语义贡献了多少？,2,这个词的意思能从它的组成成分的语义上推测出来吗？,2
anonymized_1434,2024-09-07 13:59:14,2024-09-07 14:02:29,泪水,“ 泪”对这个词的语义贡献了多少？,3,“水”对这个词的整体语义贡献了多少？,2,这个词的意思能从它的组成成分的语义上推测出来吗？,3
anonymized_1434,2024-09-07 13:59:14,2024-09-07 14:02:29,工艺技术,“工艺”对这个词的语义贡献了多少？,3,“技术”对这个词的整体语义贡献了多少？,2,这个词的意思能从它的组成成分的语义上推测出来吗？,2
anonymized_1434,2024-09-07 13:59:14,2024-09-07 14:02:29,化肥厂,“化肥”对这个词的语义贡献了多少？,4,“厂”对这个词的整体语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,3
anonymized_1434,2024-09-07 13:59:14,2024-09-07 14:02:29,本地人,“本地”对这个词的语义贡献了多少？,4,“人”对这个词的整体语义贡献了多少？,2,这个词的意思能从它的组成成分的语义上推测出来吗？,2
anonymized_1434,2024-09-07 13:59:14,2024-09-07 14:02:29,船桨,“船”对这个词的语义贡献了多少？,3,“桨”对这个词的整体语义贡献了多少？,2,这个词的意思能从它的组成成分的语义上推测出来吗？,2
anonymized_1434,2024-09-07 13:59:14,2024-09-07 14:02:29,氧气,“氧”对这个词的语义贡献了多少？,3,“气”对这个词的整体语义贡献了多少？,2,这个词的意思能从它的组成成分的语义上推测出来吗？,2
anonymized_1434,2024-09-07 13:59:14,2024-09-07 14:02:29,尿酸,“尿”对这个词的语义贡献了多少？,3,“酸”对这个词的整体语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,2
anonymized_1434,2024-09-07 13:59:14,2024-09-07 14:02:29,琴声,“琴”对这个词的语义贡献了多少？,3,“声”对这个词的整体语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,2
anonymized_4582,2024-09-07 13:59:23,2024-09-07 14:02:56,公路网,“公路”对这个词的语义贡献了多少？,2,“网”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,2
anonymized_4582,2024-09-07 13:59:23,2024-09-07 14:02:56,课程标准,“课程”对这个词的语义贡献了多少？,3,“标准”对这个词的整体语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,2
anonymized_4582,2024-09-07 13:59:23,2024-09-07 14:02:56,岛国,”岛”对这个词的语义贡献了多少？,3,“国”对这个词的整体语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,3
anonymized_4582,2024-09-07 13:59:23,2024-09-07 14:02:56,中心主义,“中心”对这个词的语义贡献了多少？,3,“主义”对这个词的整体语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,3
anonymized_4582,2024-09-07 13:59:23,2024-09-07 14:02:56,墓地,“墓”对这个词的语义贡献了多少？,3,“地”对这个词的整体语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,3
anonymized_4582,2024-09-07 13:59:23,2024-09-07 14:02:56,沟渠,“沟”对这个词的语义贡献了多少？,3,“渠”对这个词的整体语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,3
anonymized_4582,2024-09-07 13:59:23,2024-09-07 14:02:56,血泪,“血”对这个词的语义贡献了多少？,3,“泪”对这个词的整体语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,3
anonymized_4582,2024-09-07 13:59:23,2024-09-07 14:02:56,物质基础,“物质”对这个词的语义贡献了多少？,3,“基础”对这个词的整体语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,3
anonymized_4582,2024-09-07 13:59:23,2024-09-07 14:02:56,酒家,“酒”对这个词的语义贡献了多少？,3,“家”对这个词的整体语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,3
anonymized_4582,2024-09-07 13:59:23,2024-09-07 14:02:56,烟头,“ 烟”对这个词的语义贡献了多少？,3,“ 头”对这个词的整体语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,3
anonymized_4582,2024-09-07 13:59:23,2024-09-07 14:02:56,宗教事务,“宗教”对这个词的语义贡献了多少？,3,“事务”对这个词的整体语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,2
anonymized_4582,2024-09-07 13:59:23,2024-09-07 14:02:56,词牌,“词”对这个词的语义贡献了多少？,3,“牌”对这个词的整体语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,2
anonymized_4582,2024-09-07 13:59:23,2024-09-07 14:02:56,人民代表,“人民”对这个词的语义贡献了多少？,3,“代表”对这个词的整体语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,3
anonymized_4582,2024-09-07 13:59:23,2024-09-07 14:02:56,经济社会,“经济”对这个词的语义贡献了多少？,3,“社会”对这个词的整体语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,3
anonymized_4582,2024-09-07 13:59:23,2024-09-07 14:02:56,人民警察,“人民”对这个词的语义贡献了多少？,3,“警察”对这个词的整体语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,3
anonymized_4582,2024-09-07 13:59:23,2024-09-07 14:02:56,诗词,“诗”对这个词的语义贡献了多少？,3,“词”对这个词的整体语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,3
anonymized_4582,2024-09-07 13:59:23,2024-09-07 14:02:56,石油市场,“石油”对这个词的语义贡献了多少？,3,“市场”对这个词的整体语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,3
anonymized_4582,2024-09-07 13:59:23,2024-09-07 14:02:56,泪水,“ 泪”对这个词的语义贡献了多少？,3,“水”对这个词的整体语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,3
anonymized_4582,2024-09-07 13:59:23,2024-09-07 14:02:56,工艺技术,“工艺”对这个词的语义贡献了多少？,5,“技术”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_4582,2024-09-07 13:59:23,2024-09-07 14:02:56,化肥厂,“化肥”对这个词的语义贡献了多少？,3,“厂”对这个词的整体语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,3
anonymized_4582,2024-09-07 13:59:23,2024-09-07 14:02:56,本地人,“本地”对这个词的语义贡献了多少？,3,“人”对这个词的整体语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,3
anonymized_4582,2024-09-07 13:59:23,2024-09-07 14:02:56,船桨,“船”对这个词的语义贡献了多少？,5,“桨”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_4582,2024-09-07 13:59:23,2024-09-07 14:02:56,氧气,“氧”对这个词的语义贡献了多少？,3,“气”对这个词的整体语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,3
anonymized_4582,2024-09-07 13:59:23,2024-09-07 14:02:56,尿酸,“尿”对这个词的语义贡献了多少？,3,“酸”对这个词的整体语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,3
anonymized_4582,2024-09-07 13:59:23,2024-09-07 14:02:56,琴声,“琴”对这个词的语义贡献了多少？,3,“声”对这个词的整体语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,3
anonymized_2679,2024-09-07 13:59:14,2024-09-07 14:02:59,公路网,“公路”对这个词的语义贡献了多少？,4,“网”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2679,2024-09-07 13:59:14,2024-09-07 14:02:59,课程标准,“课程”对这个词的语义贡献了多少？,4,“标准”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2679,2024-09-07 13:59:14,2024-09-07 14:02:59,岛国,”岛”对这个词的语义贡献了多少？,4,“国”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2679,2024-09-07 13:59:14,2024-09-07 14:02:59,中心主义,“中心”对这个词的语义贡献了多少？,4,“主义”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2679,2024-09-07 13:59:14,2024-09-07 14:02:59,墓地,“墓”对这个词的语义贡献了多少？,5,“地”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2679,2024-09-07 13:59:14,2024-09-07 14:02:59,沟渠,“沟”对这个词的语义贡献了多少？,5,“渠”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2679,2024-09-07 13:59:14,2024-09-07 14:02:59,血泪,“血”对这个词的语义贡献了多少？,5,“泪”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2679,2024-09-07 13:59:14,2024-09-07 14:02:59,物质基础,“物质”对这个词的语义贡献了多少？,4,“基础”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2679,2024-09-07 13:59:14,2024-09-07 14:02:59,酒家,“酒”对这个词的语义贡献了多少？,4,“家”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2679,2024-09-07 13:59:14,2024-09-07 14:02:59,烟头,“ 烟”对这个词的语义贡献了多少？,4,“ 头”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2679,2024-09-07 13:59:14,2024-09-07 14:02:59,宗教事务,“宗教”对这个词的语义贡献了多少？,4,“事务”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2679,2024-09-07 13:59:14,2024-09-07 14:02:59,词牌,“词”对这个词的语义贡献了多少？,4,“牌”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2679,2024-09-07 13:59:14,2024-09-07 14:02:59,人民代表,“人民”对这个词的语义贡献了多少？,4,“代表”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2679,2024-09-07 13:59:14,2024-09-07 14:02:59,经济社会,“经济”对这个词的语义贡献了多少？,4,“社会”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2679,2024-09-07 13:59:14,2024-09-07 14:02:59,人民警察,“人民”对这个词的语义贡献了多少？,4,“警察”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2679,2024-09-07 13:59:14,2024-09-07 14:02:59,诗词,“诗”对这个词的语义贡献了多少？,5,“词”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2679,2024-09-07 13:59:14,2024-09-07 14:02:59,石油市场,“石油”对这个词的语义贡献了多少？,4,“市场”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2679,2024-09-07 13:59:14,2024-09-07 14:02:59,泪水,“ 泪”对这个词的语义贡献了多少？,5,“水”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2679,2024-09-07 13:59:14,2024-09-07 14:02:59,工艺技术,“工艺”对这个词的语义贡献了多少？,4,“技术”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2679,2024-09-07 13:59:14,2024-09-07 14:02:59,化肥厂,“化肥”对这个词的语义贡献了多少？,4,“厂”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2679,2024-09-07 13:59:14,2024-09-07 14:02:59,本地人,“本地”对这个词的语义贡献了多少？,4,“人”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2679,2024-09-07 13:59:14,2024-09-07 14:02:59,船桨,“船”对这个词的语义贡献了多少？,4,“桨”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2679,2024-09-07 13:59:14,2024-09-07 14:02:59,氧气,“氧”对这个词的语义贡献了多少？,5,“气”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2679,2024-09-07 13:59:14,2024-09-07 14:02:59,尿酸,“尿”对这个词的语义贡献了多少？,5,“酸”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2679,2024-09-07 13:59:14,2024-09-07 14:02:59,琴声,“琴”对这个词的语义贡献了多少？,4,“声”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
